,centralized_coupled,decoupled,coordinated,decoupled_wds_penalties,coordinated_wds_penalties,decoupled_wds_cost,coordinated_wds_cost,decoupled_wds_vol,coordinated_wds_vol,decoupled_final_vol,coordinated_final_vol,t,start_time,wds_demand_factor,pds_demand_factor,pv_factor,outage_lines,n_outage_lines,tanks_state,batteries_state,final_tanks_ratio
163,515.3598198449686,515.3927413525275,515.3598194895653,"[0.0, 0.0]","[0.0, 0.0]",27.75,0.0,342.0,0.0,"[923.5378754046855, 337.9974751456866]","[581.5378754046852, 337.9974751456866]",8,8,0.832,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
164,515.3817052782415,586.7912649373981,515.3815825404789,"[0.0, 0.0]","[335.0, 0.0]",115.725,18.5,1326.0,228.0,"[1028.907475404685, 342.61107514568675]","[258.9074754046852, 178.61107514568675]",8,8,1.0832,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
165,515.3598198449686,515.4041124433699,515.3598194895653,"[0.0, 0.0]","[0.0, 0.0]",37.0,0.0,456.0,0.0,"[1008.1650754046847, 329.4951751456865]","[552.1650754046849, 329.4951751456865]",8,8,0.8454,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
166,515.3598198449686,515.3927407528572,515.3598194895653,"[0.0, 0.0]","[0.0, 0.0]",27.75,0.0,342.0,0.0,"[961.2402754046855, 348.91087514568653]","[619.2402754046852, 348.91087514568653]",8,8,0.8148,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
167,515.3598198449686,515.4263344493303,515.3598194895653,"[0.0, 0.0]","[283.0, 0.0]",55.5,0.0,684.0,0.0,"[939.1490754046849, 243.52042514568643]","[255.14907540468494, 243.52042514568643]",8,8,0.9809,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
168,515.3598198449686,515.4149585063132,515.3598194895653,"[0.0, 0.0]","[0.0, 0.0]",46.25,0.0,570.0,0.0,"[1101.5602754046854, 323.53087514568665]","[531.5602754046854, 323.53087514568665]",8,8,0.8548,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
169,515.3706227342091,529.1239538389793,515.3706154755935,"[0.0, 0.0]","[245.0, 0.0]",69.65,9.25,880.0,114.0,"[909.9922754046854, 307.8178751456866]","[307.9922754046854, 225.81787514568668]",8,8,1.0088,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
170,515.3704496945309,,515.3706219551706,,,,,,,,,8,8,1.0308,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
171,515.3598198449686,515.3929298209899,515.3598194895653,"[0.0, 0.0]","[74.0, 0.0]",27.75,0.0,342.0,0.0,"[763.9602754046853, 291.8058751456865]","[421.9602754046854, 291.8058751456865]",8,8,0.9048,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
172,515.3706222145205,529.0483534397353,515.3706219551706,"[0.0, 0.0]","[302.0, 0.0]",78.9,9.25,994.0,114.0,"[978.8370754046853, 294.74717514568647]","[262.83707540468515, 212.74717514568647]",8,8,1.0294,1,1,"[21, 17]",2,"[0.7, 0.7]","[0.7, 0.7, 0.7, 0.7]",0
