Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly)
10/24  05:00:00,0.6105645539,0.5631643842,0,0.03150797614,0,0.0008739794685,0.0008739794685,0.0008739794685,0.08843474571,0.01914818815,0.1083567232,0.3735249174
10/24  06:00:00,0.9045247417,0.918510859,0,0,0.04540509268,0.01226575221,0.05767084489,0.01226575221,0.1836722294,0.03976931438,0.1716150427,0.4315713103
10/24  07:00:00,1.373716285,1.021626166,0,0,0.1096780079,0.02960591841,0.1392839263,0.02960591841,0.3741470555,0.08101154877,0.2629709035,0.4585768514
10/24  08:00:00,1.547895798,0.9795968176,0,0,0.3196335048,0.07996044615,0.399593951,0.07996044615,0.3333309697,0.0721739384,0.3348706987,0.3877002397
10/24  09:00:00,1.650017628,0.8711864887,0,0,0.5604859557,0.1340162078,0.6945021635,0.1340162078,0.163264137,0.03535050919,0.4067105628,0.3299642552
10/24  10:00:00,2.092580293,0.7521506389,0,0,0.939982682,0.2140571985,1.15403988,0.2140571985,0.1292507496,0.02798581883,0.4233533757,0.3377244682
10/24  11:00:00,2.475929339,0.6447249103,0,0,1.239932294,0.2785320699,1.518464363,0.2785320699,0.1292507496,0.02798581883,0.4421744695,0.3378279377
10/24  12:00:00,3.00957001,0.5601514368,0,0,1.70053944,0.367120738,2.067660178,0.367120738,0.1292507496,0.02798581883,0.432310149,0.3321371149
10/24  13:00:00,3.522814481,0.514636167,0,0,2.160068436,0.4488217673,2.608890204,0.4488217673,0.1292507496,0.02798581883,0.3928394794,0.3436222301
10/24  14:00:00,4.050315135,0.4751890286,0,0,2.617159665,0.529556859,3.146716524,0.529556859,0.1292507496,0.02798581883,0.3631650153,0.3629710277
