Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly)
09/18  07:00:00,1.162071368,2.581271652,0,1.284517148,0.03439355349,0.03439355349,0.03439355349,0.3140924336,0.06866497189,0.2626093246,0.4241110846
09/18  08:00:00,1.043063484,1.712311969,0,0.4616064061,0.0123597296,0.0123597296,0.0123597296,0.2607560195,0.05700489039,0.33368142,0.3585614246
09/18  09:00:00,0.889785606,1.120414317,0,0,0,0,0,0.1303780098,0.0285024452,0.4050403838,0.3051647673
09/18  10:00:00,0.8788047985,0.9662251046,0,0,0,0,0,0.1007466469,0.02202461739,0.4229917968,0.3123417374
09/18  11:00:00,0.8955113816,0.8274627755,0,0,0,0,0,0.1007466469,0.02202461739,0.439602687,0.3124374303
09/18  12:00:00,0.8788162883,0.7215637566,0,0,0,0,0,0.1007466469,0.02202461739,0.4281707052,0.3071743189
09/18  13:00:00,0.8532844031,0.6609711707,0,0,0,0,0,0.1007466469,0.02202461739,0.3920169042,0.3177962346
09/18  14:00:00,0.841985537,0.606695491,0,0,0,0,0,0.1007466469,0.02202461739,0.3628234594,0.3356908133
09/18  15:00:00,0.8688468208,0.6176709017,0,0,0,0,0,0.1007466469,0.02202461739,0.371024621,0.3543509355
09/18  16:00:00,0.997696066,0.6935624065,0,0,0,0,0,0.1125992051,0.02461575136,0.4206460575,0.419135052
09/18  17:00:00,1.243840523,0.8469887836,0,0,0,0,0,0.1659356191,0.03627583286,0.5117469677,0.5091821031
09/18  18:00:00,1.448450604,0.9903118399,0,0,0,0,0,0.3081661654,0.06736940728,0.4693969505,0.5528180811
09/18  19:00:00,1.667511308,1.022498509,0,0,0,0,0,0.5629960228,0.1230787331,0.3901195856,0.5706169669
09/18  20:00:00,1.987456451,0.9552341262,0,0,0,0,0,0.841530847,0.1839703173,0.3510212687,0.5902340184
09/18  21:00:00,1.883764214,0.8673129319,0,0,0,0,0,0.7822680585,0.1710146712,0.3333272488,0.5764542359
09/18  22:00:00,1.507949033,0.7178899366,0,0,0,0,0,0.5867010982,0.1282610153,0.2734396537,0.4988472662
09/18  23:00:00,1.143476516,0.5563448906,0,0,0,0,0,0.408912834,0.08939402942,0.1909806602,0.4334889921
09/18  24:00:00,0.7651260058,0.3827605662,0,0,0,0,0,0.2074196054,0.04534480889,0.1331001669,0.3585614246
09/19  01:00:00,0.6183638226,0.3055604695,0,0,0,0,0,0.1244517415,0.02720688058,0.1158645773,0.3301406232
09/19  02:00:00,0.5498025386,0.2878629513,0,0,0,0,0,0.08296783131,0.01813792118,0.1016838803,0.3263129058
09/19  03:00:00,0.5359355164,0.2948112821,0,0,0,0,0,0.08296783131,0.01813792118,0.09241011901,0.3217196449
09/19  04:00:00,0.534411514,0.3572337395,0,0,0,0,0,0.08296783131,0.01813792118,0.1030391192,0.3095666423
09/19  05:00:00,0.5913182271,0.6339215717,0,0,0,0,0,0.08889409929,0.01943348579,0.1168391493,0.3454514926
09/19  06:00:00,0.7981814293,1.145757223,0,0,0,0,0,0.1659356191,0.03627583286,0.1761347486,0.3991352287
09/19  07:00:00,1.127677815,1.286092367,0,0,0,0,0,0.3140924336,0.06866497189,0.2626093246,0.4241110846
09/19  08:00:00,1.030703755,1.239470491,0,0,0,0,0,0.2607560195,0.05700489039,0.33368142,0.3585614246
09/19  09:00:00,0.889785606,1.107895049,0,0,0,0,0,0.1303780098,0.0285024452,0.4050403838,0.3051647673
09/19  10:00:00,0.8788047985,0.952506402,0,0,0,0,0,0.1007466469,0.02202461739,0.4229917968,0.3123417374
09/19  11:00:00,0.8955113816,0.810897042,0,0,0,0,0,0.1007466469,0.02202461739,0.439602687,0.3124374303
09/19  12:00:00,0.8788162883,0.7039166938,0,0,0,0,0,0.1007466469,0.02202461739,0.4281707052,0.3071743189
09/19  13:00:00,0.8532844031,0.6446743321,0,0,0,0,0,0.1007466469,0.02202461739,0.3920169042,0.3177962346
09/19  14:00:00,0.841985537,0.5914131626,0,0,0,0,0,0.1007466469,0.02202461739,0.3628234594,0.3356908133
09/19  15:00:00,0.8688468208,0.6020680027,0,0,0,0,0,0.1007466469,0.02202461739,0.371024621,0.3543509355
09/19  16:00:00,0.997696066,0.6781309142,0,0,0,0,0,0.1125992051,0.02461575136,0.4206460575,0.419135052
09/19  17:00:00,1.243840523,0.8323953153,0,0,0,0,0,0.1659356191,0.03627583286,0.5117469677,0.5091821031
09/19  18:00:00,1.448450604,0.9770618335,0,0,0,0,0,0.3081661654,0.06736940728,0.4693969505,0.5528180811
09/19  19:00:00,1.667511308,1.010449935,0,0,0,0,0,0.5629960228,0.1230787331,0.3901195856,0.5706169669
09/19  20:00:00,1.987456451,0.9448363224,0,0,0,0,0,0.841530847,0.1839703173,0.3510212687,0.5902340184
09/19  21:00:00,1.883764214,0.8582160906,0,0,0,0,0,0.7822680585,0.1710146712,0.3333272488,0.5764542359
09/19  22:00:00,1.507949033,0.7096195245,0,0,0,0,0,0.5867010982,0.1282610153,0.2734396537,0.4988472662
09/19  23:00:00,1.143476516,0.5485703801,0,0,0,0,0,0.408912834,0.08939402942,0.1909806602,0.4334889921
09/19  24:00:00,0.7651260058,0.3752203035,0,0,0,0,0,0.2074196054,0.04534480889,0.1331001669,0.3585614246
09/20  01:00:00,0.6183638226,0.2982933475,0,0,0,0,0,0.1244517415,0.02720688058,0.1158645773,0.3301406232
09/20  02:00:00,0.5498025386,0.2790860154,0,0,0,0,0,0.08296783131,0.01813792118,0.1016838803,0.3263129058
09/20  03:00:00,0.5359355164,0.2884313468,0,0,0,0,0,0.08296783131,0.01813792118,0.09241011901,0.3217196449
09/20  04:00:00,0.534411514,0.3522031054,0,0,0,0,0,0.08296783131,0.01813792118,0.1030391192,0.3095666423
09/20  05:00:00,0.5913182271,0.626880632,0,0,0,0,0,0.08889409929,0.01943348579,0.1168391493,0.3454514926
09/20  06:00:00,0.7981814293,1.140463547,0,0,0,0,0,0.1659356191,0.03627583286,0.1761347486,0.3991352287
09/20  07:00:00,1.127677815,1.281719383,0,0,0,0,0,0.3140924336,0.06866497189,0.2626093246,0.4241110846
09/20  08:00:00,1.030703755,1.235103379,0,0,0,0,0,0.2607560195,0.05700489039,0.33368142,0.3585614246
09/20  09:00:00,0.889785606,1.104496901,0,0,0,0,0,0.1303780098,0.0285024452,0.4050403838,0.3051647673
09/20  10:00:00,0.8788047985,0.9504230924,0,0,0,0,0,0.1007466469,0.02202461739,0.4229917968,0.3123417374
09/20  11:00:00,0.8955113816,0.811602761,0,0,0,0,0,0.1007466469,0.02202461739,0.439602687,0.3124374303
09/20  12:00:00,0.8788162883,0.704315882,0,0,0,0,0,0.1007466469,0.02202461739,0.4281707052,0.3071743189
09/20  13:00:00,0.8532844031,0.6431298874,0,0,0,0,0,0.1007466469,0.02202461739,0.3920169042,0.3177962346
09/20  14:00:00,0.841985537,0.5893122434,0,0,0,0,0,0.1007466469,0.02202461739,0.3628234594,0.3356908133
09/20  15:00:00,0.8688468208,0.6015372436,0,0,0,0,0,0.1007466469,0.02202461739,0.371024621,0.3543509355
09/20  16:00:00,0.997696066,0.6788465387,0,0,0,0,0,0.1125992051,0.02461575136,0.4206460575,0.419135052
09/20  17:00:00,1.243840523,0.8327870111,0,0,0,0,0,0.1659356191,0.03627583286,0.5117469677,0.5091821031
09/20  18:00:00,1.448450604,0.9784378975,0,0,0,0,0,0.3081661654,0.06736940728,0.4693969505,0.5528180811
09/20  19:00:00,1.667511308,1.01282689,0,0,0,0,0,0.5629960228,0.1230787331,0.3901195856,0.5706169669
09/20  20:00:00,1.987456451,0.9472118285,0,0,0,0,0,0.841530847,0.1839703173,0.3510212687,0.5902340184
09/20  21:00:00,1.883764214,0.8593389234,0,0,0,0,0,0.7822680585,0.1710146712,0.3333272488,0.5764542359
09/20  22:00:00,1.507949033,0.7098369137,0,0,0,0,0,0.5867010982,0.1282610153,0.2734396537,0.4988472662
09/20  23:00:00,1.143476516,0.5471864398,0,0,0,0,0,0.408912834,0.08939402942,0.1909806602,0.4334889921
09/20  24:00:00,0.7651260058,0.3761653762,0,0,0,0,0,0.2074196054,0.04534480889,0.1331001669,0.3585614246
09/21  01:00:00,0.6183638226,0.2985189032,0,0,0,0,0,0.1244517415,0.02720688058,0.1158645773,0.3301406232
09/21  02:00:00,0.5498025386,0.2814222571,0,0,0,0,0,0.08296783131,0.01813792118,0.1016838803,0.3263129058
09/21  03:00:00,0.5359355164,0.2901982805,0,0,0,0,0,0.08296783131,0.01813792118,0.09241011901,0.3217196449
09/21  04:00:00,0.534411514,0.3526403245,0,0,0,0,0,0.08296783131,0.01813792118,0.1030391192,0.3095666423
09/21  05:00:00,0.5913182271,0.6300649799,0,0,0,0,0,0.08889409929,0.01943348579,0.1168391493,0.3454514926
09/21  06:00:00,0.7981814293,1.143204219,0,0,0,0,0,0.1659356191,0.03627583286,0.1761347486,0.3991352287
09/21  07:00:00,1.127677815,1.284316095,0,0,0,0,0,0.3140924336,0.06866497189,0.2626093246,0.4241110846
09/21  08:00:00,1.030703755,1.239439309,0,0,0,0,0,0.2607560195,0.05700489039,0.33368142,0.3585614246
09/21  09:00:00,0.889785606,1.109478343,0,0,0,0,0,0.1303780098,0.0285024452,0.4050403838,0.3051647673
09/21  10:00:00,0.8788047985,0.9579720772,0,0,0,0,0,0.1007466469,0.02202461739,0.4229917968,0.3123417374
09/21  11:00:00,0.8955113816,0.8211588401,0,0,0,0,0,0.1007466469,0.02202461739,0.439602687,0.3124374303
09/21  12:00:00,0.8788162883,0.719213648,0,0,0,0,0,0.1007466469,0.02202461739,0.4281707052,0.3071743189
09/21  13:00:00,0.8532844031,0.6599472213,0,0,0,0,0,0.1007466469,0.02202461739,0.3920169042,0.3177962346
09/21  14:00:00,0.841985537,0.6046912131,0,0,0,0,0,0.1007466469,0.02202461739,0.3628234594,0.3356908133
09/21  15:00:00,0.8688468208,0.6154655926,0,0,0,0,0,0.1007466469,0.02202461739,0.371024621,0.3543509355
09/21  16:00:00,0.997696066,0.6909301213,0,0,0,0,0,0.1125992051,0.02461575136,0.4206460575,0.419135052
09/21  17:00:00,1.243840523,0.8442587319,0,0,0,0,0,0.1659356191,0.03627583286,0.5117469677,0.5091821031
09/21  18:00:00,1.448450604,0.9896759089,0,0,0,0,0,0.3081661654,0.06736940728,0.4693969505,0.5528180811
09/21  19:00:00,1.667511308,1.024252862,0,0,0,0,0,0.5629960228,0.1230787331,0.3901195856,0.5706169669
09/21  20:00:00,1.987456451,0.9583164088,0,0,0,0,0,0.841530847,0.1839703173,0.3510212687,0.5902340184
09/21  21:00:00,1.883764214,0.8707319237,0,0,0,0,0,0.7822680585,0.1710146712,0.3333272488,0.5764542359
09/21  22:00:00,1.507949033,0.7212378023,0,0,0,0,0,0.5867010982,0.1282610153,0.2734396537,0.4988472662
09/21  23:00:00,1.143476516,0.5587578591,0,0,0,0,0,0.408912834,0.08939402942,0.1909806602,0.4334889921
09/21  24:00:00,0.7651260058,0.3875348499,0,0,0,0,0,0.2074196054,0.04534480889,0.1331001669,0.3585614246
09/22  01:00:00,0.6183638226,0.3099636854,0,0,0,0,0,0.1244517415,0.02720688058,0.1158645773,0.3301406232
09/22  02:00:00,0.5498025386,0.2909939639,0,0,0,0,0,0.08296783131,0.01813792118,0.1016838803,0.3263129058
09/22  03:00:00,0.5359355164,0.3002108679,0,0,0,0,0,0.08296783131,0.01813792118,0.09241011901,0.3217196449
09/22  04:00:00,0.534411514,0.3637595791,0,0,0,0,0,0.08296783131,0.01813792118,0.1030391192,0.3095666423
09/22  05:00:00,0.5913182271,0.6386963309,0,0,0,0,0,0.08889409929,0.01943348579,0.1168391493,0.3454514926
09/22  06:00:00,0.8027373896,1.322764474,0,0.1701542439,0.004555960266,0.004555960266,0.004555960266,0.1659356191,0.03627583286,0.1761347486,0.3991352287
09/22  07:00:00,1.141242256,1.800591161,0,0.5065995156,0.01356444136,0.01356444136,0.01356444136,0.3140924336,0.06866497189,0.2626093246,0.4241110846
09/22  08:00:00,1.030703755,1.25014439,0,0,0,0,0,0.2607560195,0.05700489039,0.33368142,0.3585614246
09/22  09:00:00,0.889785606,1.122857318,0,0,0,0,0,0.1303780098,0.0285024452,0.4050403838,0.3051647673
09/22  10:00:00,0.8788047985,0.9721726589,0,0,0,0,0,0.1007466469,0.02202461739,0.4229917968,0.3123417374
09/22  11:00:00,0.8955113816,0.8318782436,0,0,0,0,0,0.1007466469,0.02202461739,0.439602687,0.3124374303
09/22  12:00:00,0.8788162883,0.7232802492,0,0,0,0,0,0.1007466469,0.02202461739,0.4281707052,0.3071743189
09/22  13:00:00,0.8532844031,0.662903825,0,0,0,0,0,0.1007466469,0.02202461739,0.3920169042,0.3177962346
09/22  14:00:00,0.841985537,0.6107818957,0,0,0,0,0,0.1007466469,0.02202461739,0.3628234594,0.3356908133
09/22  15:00:00,0.8688468208,0.6216269141,0,0,0,0,0,0.1007466469,0.02202461739,0.371024621,0.3543509355
09/22  16:00:00,0.997696066,0.6968257348,0,0,0,0,0,0.1125992051,0.02461575136,0.4206460575,0.419135052
09/22  17:00:00,1.243840523,0.8521493642,0,0,0,0,0,0.1659356191,0.03627583286,0.5117469677,0.5091821031
09/22  18:00:00,1.448450604,0.9971087584,0,0,0,0,0,0.3081661654,0.06736940728,0.4693969505,0.5528180811
09/22  19:00:00,1.667511308,1.030373054,0,0,0,0,0,0.5629960228,0.1230787331,0.3901195856,0.5706169669
09/22  20:00:00,1.987456451,0.9636017079,0,0,0,0,0,0.841530847,0.1839703173,0.3510212687,0.5902340184
09/22  21:00:00,1.883764214,0.8750407795,0,0,0,0,0,0.7822680585,0.1710146712,0.3333272488,0.5764542359
09/22  22:00:00,1.507949033,0.7236093682,0,0,0,0,0,0.5867010982,0.1282610153,0.2734396537,0.4988472662
09/22  23:00:00,1.143476516,0.5625733949,0,0,0,0,0,0.408912834,0.08939402942,0.1909806602,0.4334889921
09/22  24:00:00,0.7651260058,0.3882424872,0,0,0,0,0,0.2074196054,0.04534480889,0.1331001669,0.3585614246
09/23  01:00:00,0.622968684,0.3182488189,0,0,0,0,0,0.1244517415,0.02720688058,0.1204694387,0.3301406232
09/23  02:00:00,0.5528489834,0.2974371511,0,0,0,0,0,0.08296783131,0.01813792118,0.1047303251,0.3263129058
09/23  03:00:00,0.537528488,0.3057698728,0,0,0,0,0,0.08296783131,0.01813792118,0.09400309053,0.3217196449
09/23  04:00:00,0.5375278622,0.3751601559,0,0,0,0,0,0.08296783131,0.01813792118,0.1061554674,0.3095666423
09/23  05:00:00,0.5960977017,0.6768930245,0,0,0,0,0,0.08889409929,0.01943348579,0.121618624,0.3454514926
09/23  06:00:00,0.8105778602,1.236213491,0,0,0,0,0,0.1659356191,0.03627583286,0.1885311794,0.3991352287
09/23  07:00:00,1.15236607,1.396720925,0,0,0,0,0,0.3140924336,0.06866497189,0.2872975801,0.4241110846
09/23  08:00:00,1.068547272,1.355413851,0,0,0,0,0,0.2607560195,0.05700489039,0.3715249375,0.3585614246
09/23  09:00:00,0.9423218407,1.216834114,0,0,0,0,0,0.1303780098,0.0285024452,0.4575766184,0.3051647673
09/23  10:00:00,0.9382070657,1.05040254,0,0,0,0,0,0.1007466469,0.02202461739,0.4823940641,0.3123417374
09/23  11:00:00,0.9567482674,0.897101562,0,0,0,0,0,0.1007466469,0.02202461739,0.5008395729,0.3124374303
09/23  12:00:00,0.9345952119,0.7796185404,0,0,0,0,0,0.1007466469,0.02202461739,0.4839496287,0.3071743189
09/23  13:00:00,0.9041371075,0.7102324961,0,0,0,0,0,0.1007466469,0.02202461739,0.4428696086,0.3177962346
09/23  14:00:00,0.8876320377,0.6505069403,0,0,0,0,0,0.1007466469,0.02202461739,0.4084699601,0.3356908133
09/23  15:00:00,0.912082289,0.6604477745,0,0,0,0,0,0.1007466469,0.02202461739,0.4142600892,0.3543509355
09/23  16:00:00,1.039600305,0.7466799263,0,0,0,0,0,0.1125992051,0.02461575136,0.4625502965,0.419135052
09/23  17:00:00,1.285084441,0.9133787518,0,0,0,0,0,0.1659356191,0.03627583286,0.5529908862,0.5091821031
09/23  18:00:00,1.488479306,1.079223394,0,0,0,0,0,0.3081661654,0.06736940728,0.5094256518,0.5528180811
09/23  19:00:00,1.707463521,1.124073356,0,0,0,0,0,0.5629960228,0.1230787331,0.4300717987,0.5706169669
09/23  20:00:00,2.02812105,1.054149817,0,0,0,0,0,0.841530847,0.1839703173,0.3916858672,0.5902340184
09/23  21:00:00,1.925305548,0.951682418,0,0,0,0,0,0.7822680585,0.1710146712,0.3748685823,0.5764542359
09/23  22:00:00,1.540957781,0.785557544,0,0,0,0,0,0.5867010982,0.1282610153,0.3064484008,0.4988472662
09/23  23:00:00,1.161600502,0.6005564445,0,0,0,0,0,0.408912834,0.08939402942,0.2091046464,0.4334889921
09/23  24:00:00,0.7727953027,0.4029693717,0,0,0,0,0,0.2074196054,0.04534480889,0.1407694638,0.3585614246
09/24  01:00:00,0.622968684,0.3177671297,0,0,0,0,0,0.1244517415,0.02720688058,0.1204694387,0.3301406232
09/24  02:00:00,0.5528489834,0.2975615049,0,0,0,0,0,0.08296783131,0.01813792118,0.1047303251,0.3263129058
09/24  03:00:00,0.537528488,0.3059458954,0,0,0,0,0,0.08296783131,0.01813792118,0.09400309053,0.3217196449
09/24  04:00:00,0.5375278622,0.3775491522,0,0,0,0,0,0.08296783131,0.01813792118,0.1061554674,0.3095666423
09/24  05:00:00,0.5960977017,0.678691992,0,0,0,0,0,0.08889409929,0.01943348579,0.121618624,0.3454514926
09/24  06:00:00,0.8124311499,1.307691565,0,0.06921594738,0.001853289691,0.001853289691,0.001853289691,0.1659356191,0.03627583286,0.1885311794,0.3991352287
09/24  07:00:00,1.15236607,1.399880744,0,0,0,0,0,0.3140924336,0.06866497189,0.2872975801,0.4241110846
09/24  08:00:00,1.068547272,1.359308653,0,0,0,0,0,0.2607560195,0.05700489039,0.3715249375,0.3585614246
09/24  09:00:00,0.9423218407,1.221240084,0,0,0,0,0,0.1303780098,0.0285024452,0.4575766184,0.3051647673
09/24  10:00:00,0.9382070657,1.056020669,0,0,0,0,0,0.1007466469,0.02202461739,0.4823940641,0.3123417374
09/24  11:00:00,0.9567482674,0.903143887,0,0,0,0,0,0.1007466469,0.02202461739,0.5008395729,0.3124374303
09/24  12:00:00,0.9345952119,0.7892207947,0,0,0,0,0,0.1007466469,0.02202461739,0.4839496287,0.3071743189
09/24  13:00:00,0.9041371075,0.7229647811,0,0,0,0,0,0.1007466469,0.02202461739,0.4428696086,0.3177962346
09/24  14:00:00,0.8876320377,0.6630087548,0,0,0,0,0,0.1007466469,0.02202461739,0.4084699601,0.3356908133
09/24  15:00:00,0.912082289,0.6722994491,0,0,0,0,0,0.1007466469,0.02202461739,0.4142600892,0.3543509355
09/24  16:00:00,1.039600305,0.7572461769,0,0,0,0,0,0.1125992051,0.02461575136,0.4625502965,0.419135052
09/24  17:00:00,1.285084441,0.9221051818,0,0,0,0,0,0.1659356191,0.03627583286,0.5529908862,0.5091821031
09/24  18:00:00,1.488479306,1.087412076,0,0,0,0,0,0.3081661654,0.06736940728,0.5094256518,0.5528180811
09/24  19:00:00,1.707463521,1.132271754,0,0,0,0,0,0.5629960228,0.1230787331,0.4300717987,0.5706169669
09/24  20:00:00,2.02812105,1.062157654,0,0,0,0,0,0.841530847,0.1839703173,0.3916858672,0.5902340184
09/24  21:00:00,1.925305548,0.9587949447,0,0,0,0,0,0.7822680585,0.1710146712,0.3748685823,0.5764542359
09/24  22:00:00,1.540957781,0.7918816738,0,0,0,0,0,0.5867010982,0.1282610153,0.3064484008,0.4988472662
09/24  23:00:00,1.161600502,0.6064754293,0,0,0,0,0,0.408912834,0.08939402942,0.2091046464,0.4334889921
09/24  24:00:00,0.7727953027,0.4074960221,0,0,0,0,0,0.2074196054,0.04534480889,0.1407694638,0.3585614246
09/25  01:00:00,0.6183638226,0.3165065108,0,0,0,0,0,0.1244517415,0.02720688058,0.1158645773,0.3301406232
09/25  02:00:00,0.5498025386,0.2970159522,0,0,0,0,0,0.08296783131,0.01813792118,0.1016838803,0.3263129058
09/25  03:00:00,0.5359355164,0.3049194055,0,0,0,0,0,0.08296783131,0.01813792118,0.09241011901,0.3217196449
09/25  04:00:00,0.534411514,0.3678161657,0,0,0,0,0,0.08296783131,0.01813792118,0.1030391192,0.3095666423
09/25  05:00:00,0.6069400873,1.229523765,0,0.5834392026,0.01562186028,0.01562186028,0.01562186028,0.08889409929,0.01943348579,0.1168391493,0.3454514926
09/25  06:00:00,0.8384299625,2.663011195,0,1.503186667,0.04024853316,0.04024853316,0.04024853316,0.1659356191,0.03627583286,0.1761347486,0.3991352287
09/25  07:00:00,1.155315208,2.333929924,0,1.032190694,0.02763739347,0.02763739347,0.02763739347,0.3140924336,0.06866497189,0.2626093246,0.4241110846
09/25  08:00:00,1.047557053,1.886733118,0,0.6294304915,0.01685329877,0.01685329877,0.01685329877,0.2607560195,0.05700489039,0.33368142,0.3585614246
09/25  09:00:00,0.889785606,1.128588203,0,0,0,0,0,0.1303780098,0.0285024452,0.4050403838,0.3051647673
09/25  10:00:00,0.8788047985,0.9785936636,0,0,0,0,0,0.1007466469,0.02202461739,0.4229917968,0.3123417374
09/25  11:00:00,0.8955113816,0.8407019448,0,0,0,0,0,0.1007466469,0.02202461739,0.439602687,0.3124374303
09/25  12:00:00,0.8788162883,0.7334133833,0,0,0,0,0,0.1007466469,0.02202461739,0.4281707052,0.3071743189
09/25  13:00:00,0.8532844031,0.6720024469,0,0,0,0,0,0.1007466469,0.02202461739,0.3920169042,0.3177962346
09/25  14:00:00,0.841985537,0.6191847814,0,0,0,0,0,0.1007466469,0.02202461739,0.3628234594,0.3356908133
09/25  15:00:00,0.8688468208,0.6301248191,0,0,0,0,0,0.1007466469,0.02202461739,0.371024621,0.3543509355
09/25  16:00:00,0.997696066,0.707883147,0,0,0,0,0,0.1125992051,0.02461575136,0.4206460575,0.419135052
09/25  17:00:00,1.243840523,0.8665242228,0,0,0,0,0,0.1659356191,0.03627583286,0.5117469677,0.5091821031
09/25  18:00:00,1.448450604,1.010274655,0,0,0,0,0,0.3081661654,0.06736940728,0.4693969505,0.5528180811
09/25  19:00:00,1.667511308,1.04453789,0,0,0,0,0,0.5629960228,0.1230787331,0.3901195856,0.5706169669
09/25  20:00:00,1.987456451,0.9774244794,0,0,0,0,0,0.841530847,0.1839703173,0.3510212687,0.5902340184
09/25  21:00:00,1.883764214,0.8883292054,0,0,0,0,0,0.7822680585,0.1710146712,0.3333272488,0.5764542359
09/25  22:00:00,1.507949033,0.7367076857,0,0,0,0,0,0.5867010982,0.1282610153,0.2734396537,0.4988472662
09/25  23:00:00,1.143476516,0.5756769301,0,0,0,0,0,0.408912834,0.08939402942,0.1909806602,0.4334889921
09/25  24:00:00,0.7651260058,0.3998214177,0,0,0,0,0,0.2074196054,0.04534480889,0.1331001669,0.3585614246
09/26  01:00:00,0.6183638226,0.3201873776,0,0,0,0,0,0.1244517415,0.02720688058,0.1158645773,0.3301406232
09/26  02:00:00,0.5514930598,0.3622283957,0,0.063136935,0.001690521262,0.001690521262,0.001690521262,0.08296783131,0.01813792118,0.1016838803,0.3263129058
09/26  03:00:00,0.5545207539,0.9991030821,0,0.6941142676,0.01858523744,0.01858523744,0.01858523744,0.08296783131,0.01813792118,0.09241011901,0.3217196449
09/26  04:00:00,0.5626411954,1.420977039,0,1.054311233,0.02822968136,0.02822968136,0.02822968136,0.08296783131,0.01813792118,0.1030391192,0.3095666423
09/26  05:00:00,0.6268793445,1.970146058,0,1.328122876,0.03556111746,0.03556111746,0.03556111746,0.08889409929,0.01943348579,0.1168391493,0.3454514926
09/26  06:00:00,0.8340358624,2.493763544,0,1.339077516,0.03585443312,0.03585443312,0.03585443312,0.1659356191,0.03627583286,0.1761347486,0.3991352287
09/26  07:00:00,1.178809938,3.206087743,0,1.909662795,0.05113212353,0.05113212353,0.05113212353,0.3140924336,0.06866497189,0.2626093246,0.4241110846
09/26  08:00:00,1.069656261,2.708658031,0,1.454783161,0.03895250643,0.03895250643,0.03895250643,0.2607560195,0.05700489039,0.33368142,0.3585614246
09/26  09:00:00,0.928639419,2.58599852,0,1.451097196,0.03885381296,0.03885381296,0.03885381296,0.1303780098,0.0285024452,0.4050403838,0.3051647673
09/26  10:00:00,0.9173744855,2.438360738,0,1.44048577,0.03856968701,0.03856968701,0.03856968701,0.1007466469,0.02202461739,0.4229917968,0.3123417374
09/26  11:00:00,0.9121715325,1.491719427,0,0.6222168825,0.01666015098,0.01666015098,0.01666015098,0.1007466469,0.02202461739,0.439602687,0.3124374303
09/26  12:00:00,0.8788162883,0.7600489484,0,0,0,0,0,0.1007466469,0.02202461739,0.4281707052,0.3071743189
09/26  13:00:00,0.8532844031,0.6937167254,0,0,0,0,0,0.1007466469,0.02202461739,0.3920169042,0.3177962346
09/26  14:00:00,0.841985537,0.6398947,0,0,0,0,0,0.1007466469,0.02202461739,0.3628234594,0.3356908133
09/26  15:00:00,0.8688468208,0.6499147398,0,0,0,0,0,0.1007466469,0.02202461739,0.371024621,0.3543509355
09/26  16:00:00,0.997696066,0.7248244736,0,0,0,0,0,0.1125992051,0.02461575136,0.4206460575,0.419135052
09/26  17:00:00,1.243840523,0.8793710497,0,0,0,0,0,0.1659356191,0.03627583286,0.5117469677,0.5091821031
09/26  18:00:00,1.448450604,1.023130882,0,0,0,0,0,0.3081661654,0.06736940728,0.4693969505,0.5528180811
09/26  19:00:00,1.667511308,1.054572547,0,0,0,0,0,0.5629960228,0.1230787331,0.3901195856,0.5706169669
09/26  20:00:00,1.987456451,0.9845601496,0,0,0,0,0,0.841530847,0.1839703173,0.3510212687,0.5902340184
09/26  21:00:00,1.883764214,0.8907017003,0,0,0,0,0,0.7822680585,0.1710146712,0.3333272488,0.5764542359
09/26  22:00:00,1.507949033,0.7389312248,0,0,0,0,0,0.5867010982,0.1282610153,0.2734396537,0.4988472662
09/26  23:00:00,1.143476516,0.5733638954,0,0,0,0,0,0.408912834,0.08939402942,0.1909806602,0.4334889921
09/26  24:00:00,0.7668909944,0.46383508,0,0.0659181106,0.001764988553,0.001764988553,0.001764988553,0.2074196054,0.04534480889,0.1331001669,0.3585614246
09/27  01:00:00,0.6344519683,0.9190252431,0,0.6008538522,0.01608814576,0.01608814576,0.01608814576,0.1244517415,0.02720688058,0.1158645773,0.3301406232
09/27  02:00:00,0.5747788621,1.230132283,0,0.9328060824,0.02497632354,0.02497632354,0.02497632354,0.08296783131,0.01813792118,0.1016838803,0.3263129058
09/27  03:00:00,0.5629854172,1.31354131,0,1.010249243,0.02704990075,0.02704990075,0.02704990075,0.08296783131,0.01813792118,0.09241011901,0.3217196449
09/27  04:00:00,0.5674421186,1.598681227,0,1.233614258,0.03303060455,0.03303060455,0.03303060455,0.08296783131,0.01813792118,0.1030391192,0.3095666423
09/27  05:00:00,0.629853751,2.080040559,0,1.43920986,0.03853552392,0.03853552392,0.03853552392,0.08889409929,0.01943348579,0.1168391493,0.3454514926
09/27  06:00:00,0.833417729,2.469678868,0,1.315991709,0.03523629971,0.03523629971,0.03523629971,0.1659356191,0.03627583286,0.1761347486,0.3991352287
09/27  07:00:00,1.171665167,2.938348747,0,1.642822628,0.04398735198,0.04398735198,0.04398735198,0.3140924336,0.06866497189,0.2626093246,0.4241110846
